year,country_id,country_name,population,gdp,gdp_per_capita,stability,democracy,corruption,unemployment,net_migration,birth_rate,death_rate,inflation,resource_reserve_index
1,16,Abyssinia,713202,112781015.91,158.13,62.22,41.73,87.86,25.15,-13336,0.0220,0.0120,0.0226,0.07
1,17,Etherea,10501493,2745236604.88,261.41,68.87,27.03,33.14,15.84,-76359,0.0151,0.0128,0.0133,0.02
1,18,Hearthfire,797625,159930067.00,200.51,53.95,25.55,2.44,22.63,-5450,0.0174,0.0236,0.0179,0.03
1,19,Emberfall,824667,341551589.33,414.17,31.98,24.33,25.60,6.09,-7761,0.0082,0.0237,0.0262,0.03
1,20,Quartermaster,153308802,55050208935.09,359.08,48.15,61.60,20.91,10.08,-593220,0.0155,0.0319,0.0539,0.53
1,21,Icelandia,1048612,284834418.89,271.63,52.76,28.71,37.69,6.10,-9120,0.0204,0.0279,0.0281,0.16
1,22,Utopia,35303641,5951499783.42,168.58,59.73,40.43,68.48,21.58,-428522,0.0221,0.0213,0.0192,0.23
1,23,Aurum,5399689,1925302577.52,356.56,31.38,67.12,57.67,5.93,-37586,0.0046,0.0184,0.0186,0.15
1,24,Highlands,3006493,950857673.60,316.27,55.34,38.90,18.63,18.87,-19124,0.0139,0.0248,0.0168,0.02
1,25,Ironhold,3563983,1802744985.10,505.82,65.91,33.82,84.62,17.97,-47462,0.0124,0.0265,0.0349,0.37
1,26,Valoria,42757911,11432302001.67,267.37,77.18,45.08,9.57,4.90,-169778,0.0177,0.0115,0.0393,0.15
1,27,Lorien,56773786,14328250411.92,252.37,45.83,58.48,1.17,23.78,-166337,0.0185,0.0133,0.0407,1.28
1,28,Glimmerhold,3235731,951258073.13,293.99,53.77,26.15,23.16,12.49,-30104,0.0174,0.0143,0.0104,0.06
1,29,Freeport,18385715,6996485626.62,380.54,54.52,72.53,0.81,4.15,-39117,0.0129,0.0147,0.0279,0.51
1,30,Lunar Isle,42117053,4944972166.10,117.41,33.98,60.14,71.57,15.40,-882267,0.0071,0.0159,0.0165,0.51
1,31,Silverleaf,51318992,12339082307.16,240.44,48.54,68.60,91.57,19.90,-1006136,0.0152,0.0113,0.0446,0.38
1,32,El Dorado,753202,196490539.19,260.87,69.23,27.86,29.93,16.39,-4481,0.0202,0.0337,0.0361,0.23
1,33,Skara Brae,6478480,2765190863.67,426.83,57.25,61.32,70.58,3.21,-40638,0.0126,0.0168,0.0271,0.04
1,34,Yonderland,30150374,5072562277.51,168.24,50.27,78.06,83.22,21.04,-283972,0.0150,0.0240,0.0182,0.35
1,35,Krynn,187436525,50077100263.91,267.17,48.64,54.72,77.48,8.99,-865262,0.0080,0.0119,0.0334,2.29
1,36,Thunder Bay,11470578,2166377173.96,188.86,48.67,74.65,21.29,14.42,-43199,0.0175,0.0121,0.0175,0.05
1,37,Xenon,42068612,7723222898.91,183.59,27.55,56.34,21.86,9.09,-242587,0.0070,0.0094,0.0577,1.18
1,38,Verdant Plains,1333980,176987317.98,132.68,62.91,46.64,4.28,20.78,-6762,0.0210,0.0222,0.0199,0.05
1,39,Yggdrasil's Root,614806,66979343.27,108.94,35.66,43.05,90.11,13.77,-9829,0.0087,0.0303,0.0162,0.19
1,40,Dunland,436460412,122095872527.37,279.74,26.44,27.32,93.48,9.16,-8412157,0.0114,0.0304,0.0218,1.41
1,41,Karn,17191767,3556399542.24,206.87,33.47,76.18,68.04,10.96,-237646,0.0080,0.0122,0.0285,0.33
1,42,Meridia,389969573,44769963779.90,114.80,47.96,22.67,88.62,16.40,-6266163,0.0137,0.0088,0.0313,1.74
1,43,Kingdom of Light,456214686,220042641082.12,482.32,36.97,69.30,18.05,6.15,-1103541,0.0093,0.0202,0.0727,2.04
1,44,Xylos,37042737,5169347010.84,139.55,48.80,71.23,9.73,10.23,-91525,0.0094,0.0265,0.0128,0.15
1,45,Northwind,11486898,1898591242.15,165.28,27.93,39.23,33.30,22.98,-112027,0.0079,0.0177,0.0226,0.80
1,46,Olympus,11681562,2879216322.98,246.48,75.74,27.70,91.95,22.87,-134462,0.0216,0.0207,0.0266,0.10
1,47,Stormhold,51463840,13240859811.71,257.28,61.30,64.78,91.67,5.63,-394563,0.0104,0.0139,0.0301,0.42
1,48,Arboria,1246613,204291622.35,163.88,78.28,77.48,12.09,3.61,-2893,0.0242,0.0327,0.0223,0.15
1,49,Fjordland,324050304,35699886101.29,110.17,29.13,55.58,70.94,20.03,-7045681,0.0106,0.0222,0.0173,3.02
2,0,Narnia,2135451,327289561.35,153.26,67.23,49.34,25.76,8.18,-13001,0.0169,0.0214,0.0387,0.03
2,1,Quartz Valley,2042386,334466079.07,163.76,67.65,65.93,92.89,8.06,-7381,0.0331,0.0186,0.0271,0.08
2,2,Praetoria,28358607,9463051187.66,333.69,54.86,33.35,3.41,8.01,-188027,0.0258,0.0277,0.0145,0.09
2,3,Jadestone,22079880,10000751786.28,452.94,31.82,36.56,21.13,12.68,-150739,0.0128,0.0161,0.0422,0.11
2,4,Underdark,20681923,2943316709.74,142.31,52.66,67.27,83.94,15.03,-89427,0.0150,0.0186,0.0162,0.58
2,5,Gondolin,227130736,82245572322.53,362.11,28.43,44.81,90.53,25.96,-7938009,0.0113,0.0320,0.0246,0.76
2,6,Borealis,2577787,633344338.89,245.69,38.15,40.88,6.77,16.27,-18748,0.0128,0.0285,0.0267,0.14
2,7,Valhalla,13140929,2039013524.56,155.17,19.93,53.96,29.11,11.62,-136546,0.0072,0.0235,0.0266,0.24
2,8,Midgard,4147014,1236121549.79,298.08,44.08,75.05,22.90,11.00,-22388,0.0204,0.0175,0.0259,0.05
2,9,Zul'Gurub,334491401,39150665485.12,117.05,50.28,71.45,71.55,25.27,-3972086,0.0144,0.0298,0.0267,14.20
2,10,Blackrock,12401267,2365572143.30,190.75,25.91,19.24,89.95,20.16,-275212,0.0053,0.0194,0.0268,0.35
2,11,Ys,14034161,4381272638.50,312.19,56.71,78.00,73.67,16.82,-206647,0.0205,0.0254,0.0350,0.28
2,12,Kestrel,2597608,937370028.00,360.86,74.61,68.85,27.04,1.59,-8224,0.0325,0.0203,0.0323,0.05
2,13,Phoenix Rise,11156651,3986771077.12,357.34,64.12,79.23,2.55,21.16,-27042,0.0143,0.0092,0.0288,0.04
2,14,Pandora,433580311,99178126119.13,228.74,75.99,53.66,77.87,14.26,-3472819,0.0363,0.0241,0.0251,6.93
2,15,Oz,29778014,8755765981.79,294.03,47.93,70.72,2.08,16.81,-94682,0.0228,0.0255,0.0307,0.21
2,16,Abyssinia,711342,105924181.64,148.91,51.18,41.61,86.95,25.43,-11684,0.0208,0.0096,0.0160,0.06
2,17,Etherea,10458553,2617706382.29,250.29,60.68,27.41,32.92,16.20,-124662,0.0144,0.0160,0.0232,0.02
2,18,Hearthfire,788833,152828096.15,193.74,47.20,26.29,2.43,22.53,-6024,0.0102,0.0133,0.0260,0.03
2,19,Emberfall,817167,325240640.69,398.01,26.27,24.71,25.44,7.47,-7600,0.0125,0.0323,0.0269,0.03
2,20,Quartermaster,156294248,49940595098.59,319.53,65.74,61.95,20.58,10.24,-605544,0.0235,0.0086,0.0599,0.52
2,21,Icelandia,1037534,276369706.98,266.37,44.12,28.76,37.42,6.43,-11470,0.0152,0.0332,0.0266,0.16
2,22,Utopia,34736635,5544409950.66,159.61,50.65,39.94,67.80,22.14,-544117,0.0107,0.0124,0.0180,0.23
2,23,Aurum,5372145,1795594848.62,334.24,21.95,66.79,56.71,6.45,-28819,0.0107,0.0174,0.0184,0.15
2,24,Highlands,2985637,882478749.81,295.57,49.39,39.31,18.45,19.55,-27214,0.0159,0.0184,0.0143,0.02
2,25,Ironhold,3502146,1486739299.45,424.52,55.51,33.43,83.92,18.19,-59245,0.0146,0.0329,0.0454,0.36
2,26,Valoria,43719363,10176705919.18,232.77,73.15,45.32,9.46,4.72,-253071,0.0341,0.0269,0.0372,0.15
2,27,Lorien,57447844,12665914022.31,220.48,49.97,58.78,1.15,24.26,-247989,0.0207,0.0099,0.0276,1.25
2,28,Glimmerhold,3242251,892836772.14,275.38,46.19,26.11,23.01,13.16,-34818,0.0207,0.0304,0.0219,0.06
2,29,Freeport,18445127,6348410256.95,344.18,52.26,72.89,0.79,4.47,-51358,0.0124,0.0302,0.0256,0.49
2,30,Lunar Isle,41369348,4609879543.41,111.43,26.72,60.04,70.50,15.71,-854721,0.0129,0.0102,0.0282,0.50
2,31,Silverleaf,50891619,10342336022.61,203.22,40.33,68.21,90.01,20.44,-1032995,0.0196,0.0155,0.0438,0.37
2,32,El Dorado,744789,164732913.00,221.18,61.44,28.26,29.72,16.15,-8524,0.0206,0.0252,0.0415,0.22
2,33,Skara Brae,6471374,2545947603.87,393.42,50.25,61.23,69.50,3.31,-93230,0.0230,0.0167,0.0294,0.03
2,34,Yonderland,30044187,4843322655.22,161.21,39.29,77.62,81.61,21.01,-250627,0.0187,0.0131,0.0168,0.34
2,35,Krynn,185145210,41732469773.57,225.40,41.98,54.63,76.42,9.80,-3039052,0.0124,0.0153,0.0340,2.23
2,36,Thunder Bay,11425011,2060506990.06,180.35,42.81,74.82,20.89,15.27,-60206,0.0092,0.0205,0.0151,0.05
2,37,Xenon,41751255,6628197505.89,158.75,24.65,56.58,21.55,10.28,-426261,0.0103,0.0203,0.0630,1.15
2,38,Verdant Plains,1338970,166841412.25,124.60,52.68,46.98,4.23,21.21,-7326,0.0224,0.0299,0.0200,0.05
2,39,Yggdrasil's Root,604658,61987186.70,102.52,27.66,42.89,89.14,14.45,-5327,0.0112,0.0239,0.0232,0.18
2,40,Dunland,417987541,112243020069.12,268.53,19.19,26.58,92.86,10.43,-13786560,0.0054,0.0223,0.0132,1.37
2,41,Karn,17145860,3062667977.39,178.62,23.85,75.79,66.75,12.20,-91081,0.0112,0.0293,0.0271,0.32
2,42,Meridia,388076884,39383129447.62,101.48,41.05,22.13,88.13,16.37,-5784533,0.0155,0.0284,0.0185,1.70
2,43,Kingdom of Light,472930328,188712725017.74,399.03,100.00,70.13,17.73,5.95,-1323758,0.0396,0.0159,0.0641,1.99
2,44,Xylos,37097688,5002037603.96,134.83,45.93,71.41,9.55,10.09,-112368,0.0165,0.0227,0.0137,0.15
2,45,Northwind,11321972,1765980643.17,155.98,21.17,39.50,32.97,23.87,-110793,0.0060,0.0289,0.0280,0.76
2,46,Olympus,11566361,2623719706.36,226.84,63.37,27.40,91.32,22.90,-142354,0.0138,0.0278,0.0260,0.09
2,47,Stormhold,51352740,11712511384.50,228.08,50.95,64.25,90.20,6.17,-233688,0.0117,0.0131,0.0131,0.41
2,48,Arboria,1250058,198668686.10,158.93,69.78,77.59,11.85,3.56,-3334,0.0219,0.0165,0.0128,0.15
2,49,Fjordland,322879450,32821347440.86,101.65,25.95,55.39,69.96,20.40,-1639718,0.0128,0.0100,0.0151,2.90
3,0,Narnia,2112998,313621360.17,148.42,57.44,49.43,25.44,8.37,-14549,0.0118,0.0252,0.0348,0.03
3,1,Quartz Valley,2048639,333081043.57,162.59,57.00,65.40,91.37,8.10,-22128,0.0248,0.0134,0.0289,0.08
3,2,Praetoria,28294976,9893087075.04,349.64,51.72,33.94,3.38,8.45,-194682,0.0165,0.0298,0.0309,0.09
3,3,Jadestone,21809658,10057246632.95,461.14,28.56,36.89,20.93,13.19,-225027,0.0069,0.0107,0.0407,0.10
3,4,Underdark,20709148,2844185198.77,137.34,42.72,66.80,82.54,14.96,-135702,0.0188,0.0287,0.0323,0.56
3,5,Gondolin,218155893,77651302166.96,355.94,20.05,44.59,89.52,26.97,-7419594,0.0096,0.0158,0.0175,0.75
3,6,Borealis,2550801,620234541.87,243.15,32.23,41.56,6.70,16.66,-19264,0.0130,0.0098,0.0276,0.13
3,7,Valhalla,12905758,1975154568.11,153.04,13.91,54.06,28.71,12.06,-108101,0.0044,0.0147,0.0284,0.23
3,8,Midgard,4140297,1214141066.56,293.25,37.13,75.10,22.47,11.90,-27994,0.0153,0.0230,0.0213,0.05
3,9,Zul'Gurub,332871062,48233418721.13,144.90,49.33,71.29,70.27,25.91,-5580483,0.0221,0.0268,0.0296,13.69
3,10,Blackrock,12017935,2220723155.73,184.78,16.21,18.58,89.53,20.75,-268235,0.0040,0.0121,0.0329,0.33
3,11,Ys,13904721,4299234473.90,309.19,46.49,77.62,72.24,17.47,-122906,0.0132,0.0224,0.0289,0.27
3,12,Kestrel,2598359,947514656.57,364.66,68.09,69.32,26.58,1.99,-9619,0.0147,0.0256,0.0181,0.04
3,13,Phoenix Rise,11211591,3906189906.11,348.41,55.44,79.80,2.49,21.93,-23813,0.0129,0.0172,0.0321,0.04
3,14,Pandora,439382894,117733553195.57,267.95,81.58,53.31,76.83,13.60,-2092735,0.0199,0.0332,0.0332,6.81
3,15,Oz,29835027,9197384401.44,308.27,45.29,70.99,2.05,16.87,-91702,0.0161,0.0106,0.0202,0.20
3,16,Abyssinia,709608,102618407.11,144.61,42.15,41.50,86.05,25.62,-9396,0.0167,0.0143,0.0168,0.06
3,17,Etherea,10474991,2567114781.48,245.07,52.57,27.80,32.69,16.81,-124338,0.0227,0.0278,0.0130,0.02
3,18,Hearthfire,786502,149015100.39,189.47,40.45,27.03,2.41,22.61,-5823,0.0133,0.0125,0.0211,0.03
3,19,Emberfall,798164,315131302.19,394.82,20.45,25.09,25.28,8.10,-8554,0.0043,0.0140,0.0123,0.03
3,20,Quartermaster,159105603,60863767566.62,382.54,87.99,62.40,20.26,9.80,-664539,0.0223,0.0091,0.0606,0.50
3,21,Icelandia,1021269,266446046.81,260.90,35.46,28.81,37.15,6.94,-7504,0.0103,0.0144,0.0195,0.15
3,22,Utopia,34453845,5326414123.15,154.60,41.38,39.45,67.13,22.61,-720627,0.0202,0.0103,0.0260,0.22
3,23,Aurum,5313688,1743703798.91,328.15,12.48,66.48,55.76,7.31,-23520,0.0040,0.0316,0.0105,0.15
3,24,Highlands,2977865,861112472.10,289.17,43.38,39.72,18.27,19.76,-28348,0.0181,0.0257,0.0256,0.02
3,25,Ironhold,3456098,1411962020.40,408.54,47.08,33.04,83.22,19.11,-30896,0.0154,0.0086,0.0343,0.35
3,26,Valoria,43562704,10585684540.24,243.00,69.39,45.58,9.36,4.50,-264741,0.0147,0.0189,0.0242,0.15
3,27,Lorien,57736421,14024298311.47,242.90,53.70,59.14,1.14,24.30,-245953,0.0121,0.0196,0.0325,1.21
3,28,Glimmerhold,3179522,875557488.68,275.37,38.59,26.06,22.86,13.93,-35251,0.0084,0.0267,0.0163,0.05
3,29,Freeport,18556055,6593789053.66,355.34,50.37,73.27,0.78,4.92,-50226,0.0205,0.0146,0.0189,0.48
3,30,Lunar Isle,40743703,4447607704.44,109.16,19.39,59.96,69.44,16.88,-510266,0.0045,0.0114,0.0195,0.48
3,31,Silverleaf,49843652,9835025713.25,197.32,31.94,67.83,88.48,21.14,-925887,0.0087,0.0292,0.0507,0.35
3,32,El Dorado,746832,160542227.72,214.96,53.66,28.66,29.51,16.47,-5903,0.0263,0.0305,0.0401,0.21
3,33,Skara Brae,6442688,2530516735.49,392.77,43.34,61.14,68.44,4.22,-49424,0.0134,0.0099,0.0169,0.03
3,34,Yonderland,29734903,4685350293.74,157.57,28.41,77.20,80.03,21.90,-410775,0.0121,0.0278,0.0151,0.33
3,35,Krynn,183323275,42488780216.64,231.77,35.72,54.55,75.38,10.77,-2692585,0.0133,0.0306,0.0382,2.17
3,36,Thunder Bay,11367286,2015200223.72,177.28,36.74,74.98,20.50,15.60,-34588,0.0101,0.0140,0.0256,0.05
3,37,Xenon,41008768,6490681849.81,158.28,21.30,56.83,21.24,10.90,-299919,0.0050,0.0295,0.0630,1.12
3,38,Verdant Plains,1336091,162562981.43,121.67,44.43,47.32,4.18,21.54,-7085,0.0210,0.0100,0.0227,0.05
3,39,Yggdrasil's Root,593275,58679111.39,98.91,19.65,42.73,88.19,15.69,-5787,0.0062,0.0323,0.0174,0.18
3,40,Dunland,402999735,107382187582.57,266.46,11.37,25.85,92.26,11.51,-11413607,0.0039,0.0231,0.0128,1.33
3,41,Karn,16501023,2940790535.97,178.22,14.03,75.41,65.49,12.96,-378603,0.0029,0.0252,0.0231,0.31
3,42,Meridia,377788673,38725276530.43,102.51,33.34,21.59,87.65,17.05,-9203581,0.0132,0.0126,0.0263,1.66
3,43,Kingdom of Light,494883371,260479730346.56,526.35,100.00,70.96,17.42,4.78,-1388594,0.0495,0.0151,0.0621,1.94
3,44,Xylos,37108975,5106650069.32,137.61,43.18,71.59,9.38,10.63,-148111,0.0148,0.0126,0.0167,0.14
3,45,Northwind,11032714,1700752301.86,154.16,14.58,39.78,32.65,25.19,-156708,0.0048,0.0174,0.0158,0.73
3,46,Olympus,11382720,2524844509.55,221.81,51.03,27.09,90.70,23.42,-127538,0.0112,0.0261,0.0302,0.09
3,47,Stormhold,50499112,11676652007.48,231.22,42.63,63.75,88.76,6.75,-927981,0.0092,0.0297,0.0249,0.40
3,48,Arboria,1254992,194929819.71,155.32,61.30,77.69,11.62,3.30,-3933,0.0163,0.0268,0.0299,0.14
3,49,Fjordland,321833732,34186746603.24,106.22,22.25,55.20,68.99,21.49,-1599356,0.0081,0.0185,0.0318,2.78
4,0,Narnia,2112797,301086042.70,142.51,49.60,49.52,25.13,8.83,-12449,0.0236,0.0158,0.0303,0.03
4,1,Quartz Valley,2037955,324431417.33,159.19,48.39,64.87,89.89,7.89,-28736,0.0170,0.0170,0.0218,0.08
4,2,Praetoria,28188215,10037094322.90,356.07,50.01,34.54,3.35,8.50,-187706,0.0155,0.0200,0.0209,0.09
4,3,Jadestone,21615654,9968128604.45,461.15,24.87,37.23,20.74,14.67,-256218,0.0097,0.0114,0.0403,0.10
4,4,Underdark,20177582,2756089826.20,136.59,32.85,66.35,81.17,15.19,-408308,0.0112,0.0206,0.0299,0.54
4,5,Gondolin,214704567,72995776703.70,339.98,11.68,44.39,88.53,28.52,-2223774,0.0036,0.0175,0.0190,0.74
4,6,Borealis,2542020,608756178.73,239.48,26.32,42.25,6.63,17.22,-15436,0.0094,0.0097,0.0246,0.13
4,7,Valhalla,12678334,1916395086.22,151.16,7.58,54.17,28.33,13.09,-127480,0.0019,0.0125,0.0243,0.23
4,8,Midgard,4106384,1190479227.79,289.91,30.12,75.15,22.04,12.33,-32080,0.0132,0.0162,0.0262,0.05
4,9,Zul'Gurub,331783780,50099136438.69,151.00,47.45,71.15,69.02,25.91,-5815095,0.0229,0.0271,0.0229,13.19
4,10,Blackrock,11838542,2080591414.48,175.75,6.50,17.93,89.13,21.52,-102411,0.0030,0.0215,0.0192,0.31
4,11,Ys,13769840,4165473518.60,302.51,36.21,77.25,70.84,17.64,-86903,0.0089,0.0298,0.0293,0.26
4,12,Kestrel,2602571,934456725.66,359.05,61.45,69.79,26.11,1.76,-10503,0.0199,0.0294,0.0163,0.04
4,13,Phoenix Rise,11247339,3872661895.59,344.32,48.65,80.37,2.44,22.80,-27611,0.0163,0.0145,0.0187,0.04
4,14,Pandora,445609890,129534762535.92,290.69,86.87,53.03,75.81,13.39,-3530648,0.0259,0.0233,0.0321,6.69
4,15,Oz,29862915,9437416695.76,316.02,43.52,71.29,2.01,17.23,-92954,0.0091,0.0238,0.0319,0.19
4,16,Abyssinia,701620,100240445.30,142.87,33.13,41.39,85.16,25.83,-10092,0.0126,0.0113,0.0144,0.06
4,17,Etherea,10351195,2516891659.70,243.15,46.58,28.19,32.46,17.46,-108218,0.0127,0.0311,0.0192,0.02
4,18,Hearthfire,780519,146857044.60,188.15,33.70,27.77,2.40,23.16,-5863,0.0083,0.0103,0.0137,0.03
4,19,Emberfall,784003,302789108.07,386.21,14.58,25.47,25.12,9.69,-11472,0.0047,0.0143,0.0202,0.03
4,20,Quartermaster,164881886,72698036741.93,440.91,100.00,62.96,19.94,9.36,-591547,0.0401,0.0253,0.0605,0.49
4,21,Icelandia,1004007,255501329.33,254.48,26.80,28.86,36.88,7.17,-15532,0.0078,0.0174,0.0294,0.15
4,22,Utopia,33805771,5133817930.65,151.86,32.10,38.97,66.48,23.34,-688742,0.0080,0.0284,0.0153,0.21
4,23,Aurum,5129988,1677182892.98,326.94,2.97,66.17,54.84,8.58,-91654,0.0007,0.0204,0.0299,0.14
4,24,Highlands,2939807,849680634.74,289.03,37.34,40.14,18.08,20.07,-28148,0.0125,0.0161,0.0208,0.02
4,25,Ironhold,3418427,1358583109.29,397.43,38.54,32.66,82.54,19.84,-67668,0.0146,0.0345,0.0453,0.34
4,26,Valoria,43853799,10747097322.82,245.07,65.63,45.86,9.25,4.19,-266850,0.0218,0.0108,0.0253,0.14
4,27,Lorien,57855029,14994640657.38,259.18,56.11,59.57,1.12,24.17,-244617,0.0127,0.0185,0.0321,1.17
4,28,Glimmerhold,3153950,837098164.75,265.41,30.90,26.02,22.71,14.67,-23478,0.0149,0.0181,0.0263,0.05
4,29,Freeport,18742225,6808956304.06,363.29,49.73,73.67,0.76,5.60,-51374,0.0187,0.0296,0.0239,0.47
4,30,Lunar Isle,39936054,4240947849.91,106.19,11.96,59.88,68.40,18.07,-709582,0.0054,0.0194,0.0243,0.47
4,31,Silverleaf,47940689,9282901494.10,193.63,23.62,67.46,86.99,21.61,-1213362,0.0062,0.0338,0.0406,0.34
4,32,El Dorado,733490,157282410.85,214.43,47.84,29.06,29.29,16.42,-8454,0.0130,0.0289,0.0474,0.20
4,33,Skara Brae,6436173,2476270996.32,384.74,36.42,61.07,67.39,5.21,-49705,0.0134,0.0244,0.0145,0.03
4,34,Yonderland,28758440,4464909191.18,155.26,17.50,76.79,78.50,23.12,-703511,0.0076,0.0133,0.0129,0.32
4,35,Krynn,180424422,41408790395.55,229.51,29.60,54.48,74.35,11.91,-2403112,0.0128,0.0189,0.0241,2.11
4,36,Thunder Bay,11400249,1976960342.55,173.41,30.65,75.16,20.11,16.34,-33613,0.0144,0.0102,0.0271,0.05
4,37,Xenon,40209788,6296712873.40,156.60,18.07,57.10,20.94,12.01,-263545,0.0071,0.0163,0.0507,1.10
4,38,Verdant Plains,1333014,158471154.57,118.88,36.16,47.65,4.13,21.51,-8161,0.0114,0.0214,0.0210,0.05
4,39,Yggdrasil's Root,562524,55278385.17,98.27,11.57,42.57,87.25,16.20,-21347,0.0048,0.0314,0.0166,0.17
4,40,Dunland,382897891,102513418471.11,267.73,4.19,25.15,91.68,13.09,-15569843,0.0014,0.0212,0.0252,1.29
4,41,Karn,16023126,2731360101.82,170.46,4.29,75.04,64.26,14.51,-244371,0.0017,0.0318,0.0230,0.29
4,42,Meridia,365372571,37627731104.69,102.98,25.58,21.06,87.19,17.39,-12194178,0.0068,0.0236,0.0279,1.62
4,43,Kingdom of Light,506560220,317959684553.97,627.68,100.00,71.79,17.10,3.86,-1388526,0.0265,0.0178,0.0623,1.89
4,44,Xylos,37212017,5124646831.99,137.71,40.25,71.80,9.21,10.97,-165229,0.0131,0.0220,0.0179,0.13
4,45,Northwind,10796256,1603337599.62,148.51,7.90,40.06,32.32,26.84,-142705,0.0022,0.0166,0.0253,0.70
4,46,Olympus,11143086,2404215709.22,215.76,40.65,26.79,90.09,23.46,-165326,0.0087,0.0205,0.0194,0.09
4,47,Stormhold,50035154,11257328788.93,224.99,34.49,63.25,87.36,7.05,-196644,0.0100,0.0184,0.0189,0.38
4,48,Arboria,1256585,191950719.93,152.76,52.84,77.79,11.40,3.36,-4372,0.0192,0.0114,0.0277,0.14
4,49,Fjordland,312009479,34980790630.49,112.11,18.11,55.03,68.04,21.92,-7623434,0.0039,0.0308,0.0280,2.66
5,0,Narnia,2107952,293298084.76,139.14,41.72,49.61,24.82,9.29,-13943,0.0172,0.0086,0.0289,0.03
5,1,Quartz Valley,2023834,316882602.96,156.58,39.84,64.35,88.44,8.59,-22732,0.0145,0.0294,0.0154,0.07
5,2,Praetoria,28137776,10283775579.25,365.48,49.68,35.17,3.32,8.87,-193428,0.0131,0.0256,0.0135,0.08
5,3,Jadestone,21502996,9848293723.14,458.00,21.01,37.60,20.54,15.87,-145422,0.0080,0.0209,0.0357,0.10
5,4,Underdark,19789963,2594086602.07,131.08,23.01,65.90,79.84,15.96,-304205,0.0095,0.0113,0.0271,0.52
5,5,Gondolin,209597401,70143654853.18,334.66,3.41,44.19,87.55,30.36,-3134475,0.0008,0.0122,0.0129,0.73
5,6,Borealis,2522213,595145265.34,235.96,20.32,42.94,6.56,18.40,-19613,0.0062,0.0115,0.0137,0.12
5,7,Valhalla,12453088,1827936652.26,146.79,1.09,54.29,27.94,14.13,-114912,0.0003,0.0278,0.0185,0.22
5,8,Midgard,4052230,1166174069.33,287.79,23.07,75.21,21.63,13.71,-35937,0.0062,0.0115,0.0295,0.04
5,9,Zul'Gurub,329489851,54194070330.07,164.48,47.17,71.07,67.80,25.99,-2995818,0.0098,0.0310,0.0147,12.69
5,10,Blackrock,11328518,1971781437.05,174.05,0.00,17.27,88.74,22.77,-324254,0.0000,0.0238,0.0242,0.29
5,11,Ys,13524789,4056513544.29,299.93,26.00,76.90,69.48,18.30,-167608,0.0117,0.0276,0.0170,0.25
5,12,Kestrel,2605833,933982327.17,358.42,54.82,70.27,25.65,2.23,-10403,0.0213,0.0104,0.0131,0.04
5,13,Phoenix Rise,11275878,3830573882.87,339.71,41.96,80.96,2.40,23.36,-27543,0.0131,0.0114,0.0326,0.04
5,14,Pandora,456613759,152052450443.97,333.00,97.28,52.80,74.81,12.87,-2229268,0.0298,0.0228,0.0321,6.57
5,15,Oz,29787151,9831920394.18,330.07,41.61,71.59,1.97,17.43,-87898,0.0105,0.0122,0.0131,0.19
5,16,Abyssinia,687420,96503055.06,140.38,24.13,41.29,84.28,26.08,-16873,0.0111,0.0096,0.0135,0.06
